image_fn,label_fn,group
/archive/cold0/tanrui/IEEEData/1191_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1191_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1190_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1190_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1190_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1190_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1189_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1189_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1189_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1189_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1087_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1087_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1087_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1087_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1086_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1086_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1086_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1086_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1085_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1085_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1085_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1085_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1084_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1084_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1084_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1084_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1137_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1137_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1137_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1137_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1136_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1136_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1136_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1136_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1135_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1135_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1135_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1135_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/816_naip-2013.tif,/archive/cold0/tanrui/IEEEData/816_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/816_naip-2017.tif,/archive/cold0/tanrui/IEEEData/816_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/815_naip-2013.tif,/archive/cold0/tanrui/IEEEData/815_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/815_naip-2017.tif,/archive/cold0/tanrui/IEEEData/815_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/814_naip-2013.tif,/archive/cold0/tanrui/IEEEData/814_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/814_naip-2017.tif,/archive/cold0/tanrui/IEEEData/814_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/867_naip-2013.tif,/archive/cold0/tanrui/IEEEData/867_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/867_naip-2017.tif,/archive/cold0/tanrui/IEEEData/867_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/866_naip-2013.tif,/archive/cold0/tanrui/IEEEData/866_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/866_naip-2017.tif,/archive/cold0/tanrui/IEEEData/866_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/865_naip-2013.tif,/archive/cold0/tanrui/IEEEData/865_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/865_naip-2017.tif,/archive/cold0/tanrui/IEEEData/865_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/763_naip-2013.tif,/archive/cold0/tanrui/IEEEData/763_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/763_naip-2017.tif,/archive/cold0/tanrui/IEEEData/763_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/762_naip-2013.tif,/archive/cold0/tanrui/IEEEData/762_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/762_naip-2017.tif,/archive/cold0/tanrui/IEEEData/762_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/813_naip-2013.tif,/archive/cold0/tanrui/IEEEData/813_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/813_naip-2017.tif,/archive/cold0/tanrui/IEEEData/813_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/812_naip-2013.tif,/archive/cold0/tanrui/IEEEData/812_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/812_naip-2017.tif,/archive/cold0/tanrui/IEEEData/812_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/811_naip-2013.tif,/archive/cold0/tanrui/IEEEData/811_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/811_naip-2017.tif,/archive/cold0/tanrui/IEEEData/811_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/925_naip-2013.tif,/archive/cold0/tanrui/IEEEData/925_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/925_naip-2017.tif,/archive/cold0/tanrui/IEEEData/925_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/924_naip-2013.tif,/archive/cold0/tanrui/IEEEData/924_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/924_naip-2017.tif,/archive/cold0/tanrui/IEEEData/924_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/923_naip-2013.tif,/archive/cold0/tanrui/IEEEData/923_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/923_naip-2017.tif,/archive/cold0/tanrui/IEEEData/923_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/922_naip-2013.tif,/archive/cold0/tanrui/IEEEData/922_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/922_naip-2017.tif,/archive/cold0/tanrui/IEEEData/922_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/975_naip-2013.tif,/archive/cold0/tanrui/IEEEData/975_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/975_naip-2017.tif,/archive/cold0/tanrui/IEEEData/975_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/974_naip-2013.tif,/archive/cold0/tanrui/IEEEData/974_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/974_naip-2017.tif,/archive/cold0/tanrui/IEEEData/974_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/973_naip-2013.tif,/archive/cold0/tanrui/IEEEData/973_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/973_naip-2017.tif,/archive/cold0/tanrui/IEEEData/973_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/870_naip-2013.tif,/archive/cold0/tanrui/IEEEData/870_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/870_naip-2017.tif,/archive/cold0/tanrui/IEEEData/870_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/869_naip-2013.tif,/archive/cold0/tanrui/IEEEData/869_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/869_naip-2017.tif,/archive/cold0/tanrui/IEEEData/869_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/868_naip-2013.tif,/archive/cold0/tanrui/IEEEData/868_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/868_naip-2017.tif,/archive/cold0/tanrui/IEEEData/868_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/921_naip-2013.tif,/archive/cold0/tanrui/IEEEData/921_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/921_naip-2017.tif,/archive/cold0/tanrui/IEEEData/921_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/920_naip-2013.tif,/archive/cold0/tanrui/IEEEData/920_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/920_naip-2017.tif,/archive/cold0/tanrui/IEEEData/920_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/919_naip-2013.tif,/archive/cold0/tanrui/IEEEData/919_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/919_naip-2017.tif,/archive/cold0/tanrui/IEEEData/919_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/117_naip-2013.tif,/archive/cold0/tanrui/IEEEData/117_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/117_naip-2017.tif,/archive/cold0/tanrui/IEEEData/117_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/116_naip-2013.tif,/archive/cold0/tanrui/IEEEData/116_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/116_naip-2017.tif,/archive/cold0/tanrui/IEEEData/116_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/115_naip-2013.tif,/archive/cold0/tanrui/IEEEData/115_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/115_naip-2017.tif,/archive/cold0/tanrui/IEEEData/115_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/114_naip-2013.tif,/archive/cold0/tanrui/IEEEData/114_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/114_naip-2017.tif,/archive/cold0/tanrui/IEEEData/114_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/121_naip-2013.tif,/archive/cold0/tanrui/IEEEData/121_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/121_naip-2017.tif,/archive/cold0/tanrui/IEEEData/121_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/120_naip-2013.tif,/archive/cold0/tanrui/IEEEData/120_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/120_naip-2017.tif,/archive/cold0/tanrui/IEEEData/120_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/119_naip-2013.tif,/archive/cold0/tanrui/IEEEData/119_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/119_naip-2017.tif,/archive/cold0/tanrui/IEEEData/119_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/118_naip-2013.tif,/archive/cold0/tanrui/IEEEData/118_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/118_naip-2017.tif,/archive/cold0/tanrui/IEEEData/118_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/109_naip-2013.tif,/archive/cold0/tanrui/IEEEData/109_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/109_naip-2017.tif,/archive/cold0/tanrui/IEEEData/109_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/70_naip-2013.tif,/archive/cold0/tanrui/IEEEData/70_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/70_naip-2017.tif,/archive/cold0/tanrui/IEEEData/70_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/69_naip-2013.tif,/archive/cold0/tanrui/IEEEData/69_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/69_naip-2017.tif,/archive/cold0/tanrui/IEEEData/69_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/113_naip-2013.tif,/archive/cold0/tanrui/IEEEData/113_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/113_naip-2017.tif,/archive/cold0/tanrui/IEEEData/113_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/112_naip-2013.tif,/archive/cold0/tanrui/IEEEData/112_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/112_naip-2017.tif,/archive/cold0/tanrui/IEEEData/112_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/111_naip-2013.tif,/archive/cold0/tanrui/IEEEData/111_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/111_naip-2017.tif,/archive/cold0/tanrui/IEEEData/111_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/110_naip-2013.tif,/archive/cold0/tanrui/IEEEData/110_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/110_naip-2017.tif,/archive/cold0/tanrui/IEEEData/110_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/170_naip-2013.tif,/archive/cold0/tanrui/IEEEData/170_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/170_naip-2017.tif,/archive/cold0/tanrui/IEEEData/170_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/169_naip-2013.tif,/archive/cold0/tanrui/IEEEData/169_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/169_naip-2017.tif,/archive/cold0/tanrui/IEEEData/169_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/168_naip-2013.tif,/archive/cold0/tanrui/IEEEData/168_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/168_naip-2017.tif,/archive/cold0/tanrui/IEEEData/168_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/167_naip-2013.tif,/archive/cold0/tanrui/IEEEData/167_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/167_naip-2017.tif,/archive/cold0/tanrui/IEEEData/167_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/174_naip-2013.tif,/archive/cold0/tanrui/IEEEData/174_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/174_naip-2017.tif,/archive/cold0/tanrui/IEEEData/174_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/173_naip-2013.tif,/archive/cold0/tanrui/IEEEData/173_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/173_naip-2017.tif,/archive/cold0/tanrui/IEEEData/173_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/172_naip-2013.tif,/archive/cold0/tanrui/IEEEData/172_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/172_naip-2017.tif,/archive/cold0/tanrui/IEEEData/172_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/171_naip-2013.tif,/archive/cold0/tanrui/IEEEData/171_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/171_naip-2017.tif,/archive/cold0/tanrui/IEEEData/171_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/124_naip-2013.tif,/archive/cold0/tanrui/IEEEData/124_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/124_naip-2017.tif,/archive/cold0/tanrui/IEEEData/124_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/123_naip-2013.tif,/archive/cold0/tanrui/IEEEData/123_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/123_naip-2017.tif,/archive/cold0/tanrui/IEEEData/123_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/122_naip-2013.tif,/archive/cold0/tanrui/IEEEData/122_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/122_naip-2017.tif,/archive/cold0/tanrui/IEEEData/122_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/166_naip-2013.tif,/archive/cold0/tanrui/IEEEData/166_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/166_naip-2017.tif,/archive/cold0/tanrui/IEEEData/166_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/165_naip-2013.tif,/archive/cold0/tanrui/IEEEData/165_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/165_naip-2017.tif,/archive/cold0/tanrui/IEEEData/165_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/164_naip-2013.tif,/archive/cold0/tanrui/IEEEData/164_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/164_naip-2017.tif,/archive/cold0/tanrui/IEEEData/164_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/163_naip-2013.tif,/archive/cold0/tanrui/IEEEData/163_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/163_naip-2017.tif,/archive/cold0/tanrui/IEEEData/163_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/11_naip-2013.tif,/archive/cold0/tanrui/IEEEData/11_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/11_naip-2017.tif,/archive/cold0/tanrui/IEEEData/11_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/10_naip-2013.tif,/archive/cold0/tanrui/IEEEData/10_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/10_naip-2017.tif,/archive/cold0/tanrui/IEEEData/10_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/9_naip-2013.tif,/archive/cold0/tanrui/IEEEData/9_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/9_naip-2017.tif,/archive/cold0/tanrui/IEEEData/9_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/8_naip-2013.tif,/archive/cold0/tanrui/IEEEData/8_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/8_naip-2017.tif,/archive/cold0/tanrui/IEEEData/8_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/15_naip-2013.tif,/archive/cold0/tanrui/IEEEData/15_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/15_naip-2017.tif,/archive/cold0/tanrui/IEEEData/15_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/14_naip-2013.tif,/archive/cold0/tanrui/IEEEData/14_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/14_naip-2017.tif,/archive/cold0/tanrui/IEEEData/14_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/13_naip-2013.tif,/archive/cold0/tanrui/IEEEData/13_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/13_naip-2017.tif,/archive/cold0/tanrui/IEEEData/13_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/12_naip-2013.tif,/archive/cold0/tanrui/IEEEData/12_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/12_naip-2017.tif,/archive/cold0/tanrui/IEEEData/12_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/3_naip-2013.tif,/archive/cold0/tanrui/IEEEData/3_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/3_naip-2017.tif,/archive/cold0/tanrui/IEEEData/3_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/2_naip-2013.tif,/archive/cold0/tanrui/IEEEData/2_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/2_naip-2017.tif,/archive/cold0/tanrui/IEEEData/2_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/1_naip-2013.tif,/archive/cold0/tanrui/IEEEData/1_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/1_naip-2017.tif,/archive/cold0/tanrui/IEEEData/1_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/7_naip-2013.tif,/archive/cold0/tanrui/IEEEData/7_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/7_naip-2017.tif,/archive/cold0/tanrui/IEEEData/7_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/6_naip-2013.tif,/archive/cold0/tanrui/IEEEData/6_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/6_naip-2017.tif,/archive/cold0/tanrui/IEEEData/6_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/5_naip-2013.tif,/archive/cold0/tanrui/IEEEData/5_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/5_naip-2017.tif,/archive/cold0/tanrui/IEEEData/5_nlcd-2016.tif,1
/archive/cold0/tanrui/IEEEData/4_naip-2013.tif,/archive/cold0/tanrui/IEEEData/4_nlcd-2013.tif,0
/archive/cold0/tanrui/IEEEData/4_naip-2017.tif,/archive/cold0/tanrui/IEEEData/4_nlcd-2016.tif,1
